id,abstract,content,s_content,t_content,img,ref,click,share,good,edittime,tag,items,lemmaID,editor_goodVersionCount,editor_commitPassedCount,editor_level,editor_featuredLemmaCount,editor_createPassedCount,editor_commitTotalCount,editor_experience,editor_passRatio,flag
5200,393,8630,11,27,12,12,952808,44,964,162,2,1,171811,3.24,580331,5.08,3.12,6763.88,660506,171803000,88.04,1
5207,311,3016,7,11,0,112,69852540,5959,26786,576,3,2,40229,28.16,343823,5.84,27.56,3546.88,396656,13493.6,83.16,1
5210,445,10830,6,8,5,85,2671458,113,2048,258,10,1,171976,13.96,339217,4.24,14.36,2865.36,391769,1849.48,88.24,1
5211,610,15567,14,14,26,46,5584898,562,6287,801,0,2,171993,23.36,520794,7.32,19.44,8499.08,599826,27783,88.84,1
5218,367,2668,7,5,7,11,5756737,47,8606,153,3,1,1891029,172.36,378506,8.96,126.52,9603.12,408817,515434000,88.92,1
5222,384,7970,10,15,2,11,1059609,47,1196,242,0,1,172188,1.04,517382,5.84,0.92,7636.12,596296,15495.9,86.84,1
5223,175,6369,6,7,8,13,3618311,274,7597,284,2,1,172206,53.44,580586,6.32,49.92,6639.8,660919,171811000,85.44,1
5224,379,2015,7,2,8,5,584786,139,713,98,4,1,172224,238.4,413110,5.2,139.76,8139.44,467084,171850000,87.4,1
5228,247,9313,8,7,10,19,3430473,230,4374,180,4,1,172297,35.68,375295,7.8,21.92,9030.48,405652,515422000,87.8,1
5234,315,3432,8,10,1,4,7161,172,263,17,2,1,172410,1515.29,507559,5.47059,458.941,7076.35,585032,113658,84.4118,1
5236,603,6577,8,11,5,29,3323215,84,2128,224,10,1,172433,19.32,520726,6.32,20.24,6668.76,599768,17182.6,88.6,1
5240,436,19829,9,18,12,176,27319151,3972,44187,1032,4,25,1989503,46.04,178090,6.64,16.12,3462.4,204747,15356.3,89.04,1
5247,283,3692,6,15,3,15,1208055,336,1788,169,5,3,79667,14.24,472613,5.44,12.2,7564.88,527754,343605000,80.96,1
5248,624,2742,7,11,30,81,17188226,158,11835,796,4,5,11451,795.24,349025,9.76,786.36,3234.56,401728,138435,89.16,1
5250,233,3385,8,10,7,45,1298806,76,4050,150,2,1,168951,21.92,417499,5.2,22.08,5954.24,471552,171810000,80,1
5255,182,1956,7,3,4,5,24736,3,58,37,3,1,172718,591.16,698611,7.6,326.48,13217.4,804106,129380,79.04,1
5257,427,14474,14,31,16,51,8854402,4978,14995,942,1,4,6255,6.6,343394,5.56,4.2,3144.12,396533,5156.8,82,1
5261,131,4426,5,4,3,9,4838188,958,21989,736,4,5,9799182,41.8,6989.64,3.52,37,105.8,7111.04,8344.24,80.76,1
5262,397,3506,7,10,30,95,17865467,131,28836,628,4,1,172817,25.04,679603,5.48,21.36,5929.32,784787,5713,85.52,1
5264,324,5172,5,9,6,12,426863,454,3082,50,3,1,172854,18.28,717847,6.28,14,10888.7,800636,515405000,86.48,1
5267,323,4832,7,12,23,97,33702907,243,36480,774,5,1,172898,90.12,343383,7,90.56,3152.24,396087,22562.3,89.36,1
5268,231,9481,11,15,30,32,9763713,642,18232,576,3,13,55458,140.04,348241,9.44,133.4,3133.28,401057,42217.4,93.6,1
5272,267,1469,5,3,11,26,185273,12,258,28,1,4,19448407,582.8,176036,7.48,582.44,1705.08,202642,102797,70.44,1
5273,343,7566,6,11,5,26,1061842,56,745,136,11,1,172987,103.92,420554,7.36,102.8,5806.92,474643,171825000,91.52,1
5279,318,2446,7,0,4,3,126496,9,213,52,3,1,173087,1032.4,70724.2,4.84,313.4,3942.52,72206.8,171872000,85.08,1
5280,473,9374,11,21,13,35,720746,63,739,313,2,1,173105,3.16,349859,5.28,3.32,6444.04,402538,17530.6,83.8,1
5283,270,6032,5,4,2,81,1130031,38,1567,298,5,1,7359853,30.52,172638,6.32,8.2,1920.44,199037,11842.5,91.92,1
5284,648,12180,7,18,15,69,3840978,212,2753,779,9,1,173168,1.52,171775,5.76,1.48,1592.12,198114,4472.68,93.04,1
5289,590,8642,7,8,0,35,31706195,493,239580,1838,5,3,170984,73.88,415922,5.68,53.88,5777.24,469999,171817000,90.88,1
5292,630,20876,7,20,30,58,9360812,772,18745,465,2,1,173319,29.76,681900,5.8,27.52,5757.16,787152,7700.96,84.12,1
5295,430,14195,12,29,15,36,5357655,274,3596,451,0,3,26886,30.88,185809,7.84,24.72,6274.92,212424,35587.6,91.6,1
5297,247,2596,6,2,6,14,3282597,475,11902,285,3,1,173395,32.16,515150,5.76,15.52,4822.32,594180,13854.9,86.92,1
5304,361,3022,7,14,20,15,2220391,348,2652,237,3,1,173526,4.52,427930,5.44,6.52,4999.12,481894,171802000,84.52,1
5308,196,2549,9,5,0,13,2342827,92,2151,119,5,3,65766,26.36,238667,5.48,19.64,3594.44,266302,171806000,84.12,1
5313,327,4063,6,12,9,14,1853802,247,4233,181,2,1,173659,1330.64,515382,5.28,285.36,5835,594316,74743.5,85.08,1
5318,562,19901,12,42,30,27,10776412,615,6867,403,1,1,173741,81.44,511473,6.24,79.28,5642.72,590365,19143.6,84.72,1
5319,413,5998,9,9,8,21,2329354,84,1868,237,3,1,173760,152.2,694044,5.92,149.44,5952.16,799570,24329.7,82.64,1
5321,626,3926,6,14,5,16,1951416,86,1430,401,10,1,173800,81.76,510082,5.96,75.44,4375.68,588934,12791.2,84.72,1
5322,155,1694,4,2,4,4,696161,35,1837,102,2,1,173818,279.4,199753,9.08,219.6,2990.16,227029,132291,87.28,1
5325,671,16130,15,42,30,224,12743080,478,6002,1160,1,1,173862,327.04,519906,7,330.8,13255.6,598887,62406.2,84.88,1
5327,266,9609,4,5,9,16,1021391,105,1139,81,3,22,955480,21.88,172557,3.6,18.28,1473.96,198902,5543.36,80.52,1
5331,295,4867,7,4,7,14,4969152,176,14842,307,3,1,566236,73.8,416079,7.24,59.44,5841.76,470194,171827000,90.04,1
5332,380,10227,6,12,6,91,6072201,215,4935,317,6,6,681384,56.32,360872,7.6,46.84,5212.52,413913,25394.8,88.32,1
5339,290,6392,9,6,3,32,3450674,828,14890,269,4,1,174112,52.64,577087,5.56,13.56,6846.08,657292,171806000,87.36,1
5346,590,3391,7,6,30,63,21566799,233,21421,605,5,1,174220,27.72,344786,6.52,26.36,3367.44,397515,11325.2,89.56,1
5352,326,6928,9,20,30,13,10019244,249,18482,446,2,7,8312079,0,340991,4.8,0.08,2870.76,393795,1932.28,87.48,1
5353,224,9186,8,17,12,35,10373471,1097,25915,800,3,1,174330,158.52,175713,7,122.64,1582.76,202125,26513.8,89.52,1
5361,308,12070,6,20,12,103,745905,52,174,76,2,1,2725153,405.2,389283,11.72,319.56,12027.3,443178,191955,90.52,1
5363,601,4228,6,0,4,28,3875456,383,8010,271,2,1,174507,22.96,683327,6.04,20.56,7080.16,788503,10484.9,87.44,1
5367,513,16113,14,31,14,33,6281635,263,5064,780,1,1,174579,99.36,680580,6.2,95.4,5961.24,785722,22688.2,84.76,1
5372,268,10165,13,27,15,27,736170,33,502,175,1,1,174654,331,522950,7,334.84,14405.2,601937,67012.7,87.28,1
5387,412,11213,12,25,30,19,1968271,234,1636,269,2,2,85493,3.92,515247,4.92,3.88,5370.92,594244,6253.2,81.48,1
5388,435,15044,8,28,23,21,3967584,383,5467,319,3,3,25610,41.96,513109,6.44,35.36,4524.68,592286,13962.8,82.64,1
5395,319,2580,5,2,5,27,10726916,607,17671,324,5,1,174986,81.96,514542,7.08,49.52,6117.88,593629,24381,78.28,1
5396,414,8872,11,24,13,58,1852083,104,3121,184,1,1,3375044,93.28,174512,6.96,93.52,2013.16,201001,24027.9,88.24,1
5403,174,3352,4,8,7,28,603453,345,892,127,1,3,617890,36.2,405112,5.16,35.96,5059.56,458937,171807000,91,1
5405,649,20343,10,42,30,159,16674668,1355,15825,934,2,3,175141,102.52,513801,6.72,102.44,4462.64,592808,30388.9,85.6,1
5406,222,13106,7,17,5,41,6277573,529,9152,287,3,1,175159,38.88,413946,5.96,35.92,5490.76,467994,171813000,87.12,1
5412,152,10661,5,17,9,20,1539671,23,4218,347,0,1,175267,196.56,323919,8.88,156.56,6835.36,353516,343694000,87.6,1
5414,620,18646,7,14,12,66,2940916,540,2370,439,4,1,175307,6.52,179769,5.76,2.88,2548.4,206404,13954,81.64,1
5419,320,3451,6,0,3,7,618660,38,372,57,3,1,175382,156.04,357118,6.96,99.24,3607.6,410203,37845.8,86.48,1
5420,470,12968,12,19,3,16,1686252,126,1593,194,1,2,85155,54.4,342586,6.08,53.04,4130,395219,16903,88,1
5426,337,13594,5,14,6,12,34654863,987,80987,2938,4,5,5460,17.72,339168,5.32,18.48,2956.64,391716,4588.68,87.32,1
5427,268,10165,13,27,15,27,736153,33,502,175,1,1,174654,331,522951,7,334.84,14405.2,601937,67012.7,87.28,1
5435,539,14439,15,38,30,54,5634708,324,4160,470,1,2,175638,11.32,182406,6.24,11.68,6321.08,208881,23691.8,87,1
5439,381,4468,7,7,0,57,7802325,316,12605,356,1,1,175710,24.52,344056,5.88,23.24,4466.24,396750,12273.1,86.28,1
5443,473,5640,5,5,22,29,9100629,58,22461,512,4,2,175763,101.32,483403,7.68,70.88,7679.52,538787,343623000,85.96,1
5444,695,4542,5,8,30,97,22703619,211,20686,1256,4,1,175780,1.56,509767,4.8,0.2,4752.44,588995,1540.32,82.92,1
5445,397,2143,6,4,26,91,14174839,2178,28346,581,1,3,17011,3.08,510010,5.16,3.12,4877.6,588952,2718.16,84.72,1
5448,219,1843,3,0,5,2,706309,16,771,64,2,1,7680433,180.48,256338,8.4,141.28,4617.44,284591,171888000,87.96,1
5451,344,10573,12,23,15,17,1656030,97,1363,180,1,4,175906,2.48,242025,5.64,2.04,6893.24,269845,171815000,82.84,1
5453,55,2994,6,6,6,14,2956360,1628,6792,291,2,24,5435,31.8,183782,7.12,36.28,1847.24,210566,24275.3,91.36,1
5457,223,5963,5,11,11,18,2781752,327,7183,121,3,5,957881,71.52,476861,6.16,40.76,7357.4,532317,343615000,86.12,1
5458,271,6875,13,12,2,13,166172,10,53,50,0,1,15836813,29.48,304563,6.68,28.08,6686.4,333461,343610000,88.08,1
5464,386,10961,5,16,7,25,15444141,1334,19011,633,2,20,5447,487.16,369695,8.8,487.76,15551.6,422678,94953.3,89.52,1
5465,410,16855,9,32,17,270,6478916,674,16011,573,3,3,176112,241.28,517243,8.32,166.72,4679.28,596236,42608.5,85.48,1
5466,573,7558,7,14,30,167,19249088,166,31984,1102,7,1,176132,59.12,175335,7.36,60.8,1474.2,201832,16827.2,92.48,1
5467,355,3775,5,15,8,31,1297059,45,693,126,10,1,176153,25.16,350443,5.6,22.16,3627.56,403422,11098.9,82.36,1
5469,639,14223,13,42,30,296,11319876,662,8955,1376,0,4,6250,23.8,340572,6.2,24.92,3244.08,393170,8449.04,88.68,1
5473,138,3446,5,5,10,18,2605167,82,2133,122,3,1,176255,234.24,352329,7.56,235.6,3498.72,405377,42919.5,87.44,1
5477,218,7019,11,19,15,14,827392,93,931,251,1,1,176334,6.44,423043,5.48,7.44,5457.44,477411,171806000,88.84,1
5479,253,753,5,3,30,37,7982876,539,6051,250,3,1,176371,186.04,514149,6.36,142.88,4316.28,593183,26094.4,88.48,1
5481,508,15344,8,28,15,48,11544980,1423,14571,508,1,4,386,125.08,182013,7.36,115,1633.12,208538,33129.6,88,1
5482,656,18294,7,16,19,44,7538107,537,8402,574,12,1,160519,58,351180,7.48,46.36,4617.8,404054,27600.6,87.76,1
5488,480,15418,13,52,30,73,14858862,4395,13929,2918,1,2,132980,126.28,3581.72,6.24,124.04,196,3796.16,27087.9,87.04,1
5491,140,3528,9,5,15,26,2831840,109,9265,348,2,1,694044,140.8,346586,8.88,134.44,3039.6,399396,37470.1,92.16,1
5493,633,12368,7,10,6,52,2251572,83,1427,405,7,1,176591,78.08,176769,6.72,55.32,2474.92,203187,18211.6,91.72,1
5494,192,2093,5,4,5,4,296481,7,829,88,2,1,176611,195.64,360322,7.6,153.32,3938.44,413607,91355.8,85.32,1
5496,633,15569,10,20,18,79,13088934,365,3656,411,1,2,2163834,493,512489,5.72,139.8,4955.32,591426,36189.7,84.64,1
5500,344,4967,7,3,4,42,1859487,42,1804,274,4,32,4515309,22.68,184480,8.24,22.68,3074.36,211059,21566.5,94.8,1
5501,427,17789,14,29,11,22,4426105,182,2492,331,0,2,214477,105.92,351809,7.88,93.2,5971.56,404788,43340.2,90.64,1
5505,313,11908,13,29,15,16,1898030,95,1976,637,1,1,2403216,247.52,182748,7.08,250.04,7772.44,209197,50199.3,88.48,1
5508,580,11001,7,9,10,51,2961655,126,1108,148,9,1,176855,59.96,353181,6.64,45.6,3879.48,405954,21775.9,91.48,1
5516,370,7564,8,13,22,22,4352345,693,5354,298,1,4,29143,743.44,547081,10.6,740.64,23376.8,626364,142601,89.48,1
5534,594,6061,6,9,7,28,1406887,128,1028,161,10,1,177317,14.32,345713,5.4,16.68,3025.84,398497,4908.64,88.8,1
5536,277,1900,4,2,2,16,1376863,47,2162,156,3,24,37589,30.48,406284,5.4,11.68,5567.32,460332,171804000,76.84,1
5540,337,19369,14,43,9,102,7350082,313,4976,679,1,2,177420,43.72,344389,6.88,40.92,5295.72,397057,19974.2,88.64,1
5544,323,12480,7,10,14,97,7325162,920,4130,334,2,23,213686,0.32,513305,4.8,0.32,6218.84,592186,7552.72,78.16,1
5548,500,7245,6,17,11,34,4285963,848,8702,386,5,1,394332,12.16,348155,6.52,10.48,3948.24,401142,11891.1,88.52,1
5549,429,7454,12,26,6,30,1251459,59,1121,67,2,2,10442252,98.08,255227,7.08,95.24,3697.6,283031,171822000,87.88,1
5562,270,9026,6,6,18,18,2877812,126,3827,388,4,1,177779,142.56,410970,7.68,27.08,5327,465089,171817000,90.16,1
5563,362,1255,9,4,30,14,16628564,696,112623,1829,4,15,28901,21.12,540812,6.64,21.32,9341.08,597467,515407000,84.68,1
5569,448,1800,4,3,14,32,418768,21,3139,76,4,1,177900,330.76,408570,6.76,329.2,5246.56,462485,171859000,72.68,1
5576,224,4956,8,2,2,9,4394567,257,6937,299,5,23,11564,551.76,430913,9.36,425.44,5785.88,485246,171932000,89.72,1
5577,366,17260,14,30,22,53,4253596,221,1969,236,0,1,178033,12.96,520607,6.48,13.92,8938.36,599636,22826.8,85.28,1
5579,437,12690,8,21,10,55,6578312,185,1319,210,5,1,2162600,605.04,348803,8.92,267.04,3636.44,401632,73051.1,89.52,1
5581,484,3002,6,10,7,18,680467,108,684,94,8,1,178097,21,347003,6.4,14.76,4230.72,399741,13652.8,88.16,1
5584,504,17101,15,27,16,42,6904013,273,4794,981,1,1,890763,30.92,354685,8,25.24,7772.16,407560,32193.1,92.12,1
5585,167,6081,7,9,4,29,252202,15,225,59,3,7,24597,383.76,188961,9.08,352.68,2076.32,215803,64777,92.2,1
5586,604,14066,11,17,23,57,6281951,772,10124,637,3,6,14919,66.8,347106,6.76,68.92,2988.12,399942,24801.5,87.56,1
5588,244,11316,7,0,15,126,8970452,618,2960,244,4,15,4796186,56.44,176255,7.08,51.08,2383.76,202696,27184.6,93.84,1
5591,189,2583,6,10,8,8,387238,78,192,16,1,1,1281426,52.1875,541145,9.625,31.75,17114.2,551631,1342200000,85.375,1
5594,208,2332,6,8,3,36,1683448,65,2157,179,3,5,69671,209.76,347786,7.24,146.88,3279.28,400512,33594.7,91.24,1
5600,528,16859,8,18,18,91,7850476,203,3755,404,3,2,2162415,586.92,519772,8.36,239.04,5106.96,598909,65394.2,88.2,1
5603,449,16596,15,28,12,25,2741368,183,2646,502,0,3,178466,0.64,338634,4.32,0.8,2883.96,391198,796.72,84.4,1
5607,300,12490,7,22,6,53,3800679,471,5222,308,0,11,6432,0.32,340340,5.16,0.24,2940.64,392993,2293.96,83,1
5610,364,3956,8,6,30,84,28948400,220,23209,791,4,1,178578,62.52,344292,6.44,59.48,3189,396967,14710.4,89.08,1
5614,221,7513,7,9,15,22,2407324,303,5990,132,1,1,178655,714.68,533508,9.88,720.92,23177.7,612638,136057,88.72,1
5622,360,14020,7,26,7,92,4717010,123,5577,281,1,10,17344,8.32,509250,5.16,7.68,4318.52,588150,2240.12,82.2,1
5623,237,1586,5,0,1,11,1649898,61,2067,108,2,7,5751,84.76,175215,5.64,85.72,1601.76,201770,18419.8,87.56,1
5632,545,12291,14,31,25,72,4260926,157,2132,762,1,1,146796,221.68,347252,8.36,221.28,2947.48,400104,44258.9,89.24,1
5637,424,9898,9,27,4,26,620311,2459,3574,86,1,4,6318,16.36,239732,5.52,12.32,3970.32,267483,171807000,85.68,1
5638,223,5656,4,10,7,25,5568549,176,5727,222,3,11,8612,35.04,511018,5.52,21.72,4439.92,590008,7095.32,83.56,1
5641,131,3235,7,0,2,20,3028896,56,3669,326,4,2,179081,20.72,303766,6.72,20.52,6032.52,332859,343609000,85.52,1
5644,332,17280,14,33,11,23,6784195,654,10585,485,4,38,6106,30.96,411476,5.84,28.64,5083.8,465404,171808000,88.8,1
5646,647,17782,7,21,13,63,6397155,245,4963,611,11,1,179157,16.76,182796,6.24,15.28,2996.24,209451,15415.4,87.16,1
5649,630,19003,13,32,16,156,18352219,2672,22692,2012,1,10,72101,0.76,172383,4.52,0.84,2745.6,198794,6408.4,90.52,1
5652,121,716,4,0,3,8,203643,3,672,10,1,8,2777101,144.5,174893,8.7,115.9,5526.7,178426,429528000,88.6,1
5653,120,3642,6,11,5,6,305485,24,648,69,2,1,179265,35.64,314668,7.2,37.52,5807.68,343813,343611000,91.12,1
5654,539,20707,10,24,13,113,10333009,311,3424,440,1,1,1323439,555.56,346444,7.68,214.12,3622.32,399215,58891,86.88,1
5658,373,6248,7,12,10,40,7408701,346,8344,370,1,9,8901,104.76,514307,6.08,92.88,4477.04,593399,18157.6,83.2,1
5671,277,14938,14,30,24,43,1872723,58,1257,196,0,1,179572,235.88,419958,7.4,238.6,13554.8,474012,171855000,88.72,1
5674,320,2037,5,7,20,58,1625669,29,567,71,4,27,10770185,159.68,342483,7.72,155.76,2893.92,395172,31974.2,91.84,1
5676,472,9931,10,23,25,11,1138990,73,4198,136,2,8,31612,116.8,411704,7.92,112,7091.76,465660,171830000,89.04,1
5678,639,14223,13,42,30,296,11318382,662,8955,1376,0,3,6250,23.8,340572,6.2,24.92,3244,393169,8447.92,88.64,1
5680,207,8113,8,8,15,53,10582948,341,10791,332,3,3,164,112,192147,7.96,77.08,1724.84,219080,23962.1,89.96,1
5681,556,12133,9,27,30,82,15445943,2888,18931,347,4,6,345415,119.4,352019,8.4,125,5214.48,404925,50920.9,91.76,1
5682,501,8068,6,11,7,54,1619118,70,123,107,10,2,19158538,46.36,175861,7.32,41.08,1754.92,202407,17930.2,92.32,1
5685,361,1662,6,2,14,51,4575772,30,10786,247,2,2,356211,56.28,471370,6.16,53.16,7200.68,526522,343609000,84.6,1
5688,292,5210,6,4,11,25,1681748,52,967,122,5,8,11012860,38.48,241646,5.96,21.96,4310.68,269359,171811000,89.16,1
5692,141,2264,8,2,21,12,1406923,94,620,121,6,3,7754135,163.08,174861,7.56,154.72,1895.16,201242,46957.6,87.96,1
5708,346,5428,5,8,8,20,1402864,141,2531,188,1,4,13029,59.52,305397,5.64,28.84,6174.8,334369,343609000,81.2,1
5712,592,9347,7,21,7,53,4443809,133,3723,655,10,1,180181,26.36,347854,6.68,23.32,4451.8,400751,16633,86.92,1
5716,210,3052,6,7,5,4,2332227,247,1565,118,2,1,180256,31,420197,4.24,22.32,6045.76,474292,171809000,73.64,1
5720,547,8196,7,13,19,76,9210289,228,8105,254,5,12,6703,179.24,343550,6.96,139.12,3413.04,396399,28569.2,83.84,1
5722,384,8846,14,22,4,37,2865378,124,1733,389,1,4,72841,6.88,348530,6.48,4.6,6810.56,401269,18643.2,86.24,1
5730,593,10863,7,14,4,34,3059028,84,1680,399,10,1,531285,76.84,175815,6.08,50.08,1575.24,202284,11530.4,92.24,1
5737,128,2168,8,4,0,19,1034976,39,1293,20,5,14,4301340,698.65,309036,6.35,238.75,5918,343786,214806000,88.55,1
5743,627,16471,15,29,11,37,7419495,1096,10041,677,2,3,180698,5.32,350093,6.08,3.92,5961.48,402954,21215.8,89.84,1
5746,335,2922,6,10,3,13,949754,44,468,109,9,1,180756,33.68,347615,6,27.24,3253.8,400316,10549.7,88.24,1
5756,362,15079,9,4,29,11,2485575,138,1749,142,2,2,180932,805.36,483500,8.2,178.08,8175.24,538780,343639000,88.64,1
5760,312,5865,6,16,7,13,3489624,281,1955,125,0,3,5709,39.28,625098,7.52,32.88,11670.4,683088,687210000,88.24,1
5761,178,6370,10,12,4,9,1513340,54,798,160,1,1,10097907,54.16,190955,4.88,40.04,1620.16,217542,11826.1,86.56,1
5763,147,6318,11,13,6,5,917389,81,874,52,0,1,181052,85.4,239986,6,68.2,3709.68,267606,171815000,87.32,1
5771,427,6173,6,8,0,48,11889630,140,21085,85,0,25,7226276,15.08,346678,5.44,14.92,3113.44,399380,5002.28,83.92,1
5782,362,6513,8,20,12,16,2553829,388,2298,181,0,5,28219,45.96,555901,6.68,36.4,9723.68,612542,515410000,89.08,1
5790,562,5057,5,15,6,28,1133296,79,1247,214,12,1,181487,18.08,644007,6.24,17.8,9716.08,725445,343609000,87.2,1
5791,408,3916,6,10,7,41,2627826,91,3566,249,11,1,181506,17.08,348804,5.84,12.92,3913.2,401493,12494.5,88.08,1
5797,531,20968,13,29,24,48,7414437,506,5493,644,2,3,7351,515.6,360115,8.76,521.4,16754.6,413083,99782.8,84.28,1
5807,582,20289,14,49,30,116,32431740,3085,65706,1456,3,5,111617,65.92,512112,5.96,66.52,4736.2,591061,14888.1,83.72,1
5808,235,5671,8,11,5,5,325364,28,222,41,1,1,181779,67.56,421326,5.6,57.36,5092.32,475620,171813000,85.8,1
5812,484,15792,14,39,13,61,10596984,561,8980,728,1,1,181843,92.56,519931,7.8,84.2,7527.6,599078,37093,88.76,1
5813,190,4646,8,9,15,12,1866309,250,1883,117,0,1,181861,52.2,345520,6.68,49.92,2946.32,398216,12231.1,86.96,1
5826,630,11827,7,14,10,59,3699699,153,2521,414,10,1,182071,27,347678,5.6,14.64,4630.72,400372,13333.4,86.16,1
5829,230,5419,9,4,0,23,13015445,624,21065,81,4,3,12696704,233.08,315627,8.64,191.6,6795.84,344792,343659000,92.56,1
5843,395,13141,13,23,6,32,4784443,268,2753,412,1,1,522386,96.56,520016,7.36,92.56,7191.76,598993,31297.6,87.08,1
5846,437,2726,6,3,30,36,5466716,627,10310,280,3,1,182437,168.6,411397,7.24,165.68,5137.64,465378,171836000,89.96,1
5852,507,21592,11,11,30,26,3052219,237,5322,228,4,3,182539,1072.08,548400,9.84,238.52,10983.4,604996,515454000,90.48,1
5854,302,9336,6,15,5,49,2655820,1307,5944,272,9,1,182576,25.56,353089,5.64,25.96,3534.8,405885,15313.5,91.72,1
5860,265,6244,6,12,5,22,4142289,149,3080,260,10,1,182680,38.12,176147,6.8,32.36,2023.52,202696,16254.1,88.4,1
5865,525,10999,13,20,14,18,3708826,235,4988,242,1,4,6293746,24.52,182374,6.64,23.08,5757.88,208888,24533.4,83.8,1
5868,475,7064,12,18,4,12,3329346,127,1953,231,1,1,182819,1.96,521695,6,1.92,8017.4,600693,17686.2,84.44,1
5870,360,19407,13,32,17,45,4492635,8270,14990,499,0,10,9011,47.24,350001,6.88,41.4,5556.4,402746,23479.7,88.56,1
5880,595,4814,7,9,0,89,20959635,383,20617,668,4,1,182990,133.4,345662,9.2,128.88,3189.08,398294,34867.2,94.08,1
5881,648,5496,8,13,0,77,12471387,372,6155,188,3,1,64433,55.04,576708,6.68,49.8,6969,656789,171811000,90.72,1
5885,176,2811,5,5,5,8,892417,58,1585,129,0,1,183073,23.4,404931,4.44,6.36,5129.92,458737,171802000,78,1
5888,644,16430,6,17,8,62,3030709,111,1730,697,1,1,183130,66.6,339610,5.28,60,2917.68,392167,10479.3,87,1
5892,186,566,4,2,30,17,1363602,6677,10590,129,0,9,25139,231.92,648488,7.84,152.72,8745.16,730091,343630000,85.08,1
5893,138,1007,8,2,0,16,10579511,290,9631,65,4,32,808214,382.72,180178,8.12,304.44,1936,206684,69531.4,88.44,1
5902,478,13446,15,54,13,32,4720885,115,3193,357,2,2,183345,43.12,351840,6.72,36.24,7083.48,404639,27704.8,89.72,1
5916,569,17090,9,31,12,83,10406657,319,6186,503,2,3,183597,938.92,685107,6.64,220.68,7081.48,790424,59354.9,80.12,1
5919,272,11727,10,23,4,18,364628,18,65,32,1,3,18261007,70.84,178934,8.36,66.6,3312.12,205831,32420.2,89.8,1
5923,470,16035,14,50,20,15,2990475,163,1313,170,3,2,183715,2.96,680291,5.28,3.2,6648.56,785465,5637.36,78.36,1
5927,624,12143,7,16,9,46,5257869,511,16001,564,1,1,183780,161.36,518021,8,155.2,4600,597125,44191.5,86.92,1
5928,338,11682,7,17,8,44,1794357,123,644,217,3,9,4505793,1.04,172386,6.04,0.56,2113.76,198917,8574.6,86,1
5934,447,8577,6,9,13,52,2265590,60,1178,225,9,1,10974534,38,174477,6.76,28.88,2096.48,200905,13002.2,91.32,1
5946,400,4480,6,10,6,27,629241,55,163,186,10,1,14077487,99.52,4541.8,6.12,98.52,474.2,4662.08,23306.7,88.2,1
5954,627,19709,15,23,30,90,2683014,112,4767,365,11,1,184242,12,519769,4.92,10.24,4637.04,598700,5991.76,87.2,1
5959,503,18921,9,32,7,49,18088622,886,1927,94,1,1,184326,65.72,583722,6.8,64.76,6904.32,664147,171819000,83.8,1
5963,546,9279,6,14,8,15,2724626,121,835,136,5,1,7246914,27.84,239894,5.52,29.76,3714.96,267555,171807000,79.88,1
5970,518,1293,5,2,15,12,4244159,19,5472,150,1,1,184501,53.76,239861,7,45.8,3993.12,267599,171819000,86.68,1
5971,386,8141,5,12,7,32,1536583,62,2170,129,10,1,263029,119.56,345011,6.24,46.56,3141.8,397673,19166.2,89,1
5972,431,5733,7,5,13,84,21241738,267,75139,1269,1,2,72916,15.8,349419,6.36,15.72,4404,402189,15860,91.28,1
5999,163,10336,9,16,15,47,3453132,249,5877,257,2,10,30055,39.4,679113,4.56,29.76,5851.16,784265,9115.72,77.92,1
6002,411,13518,14,11,16,6,411853,19,381,96,0,1,3139622,25.4,305468,6.2,21.84,5847.6,334495,343607000,80.56,1
6003,486,4264,6,12,6,30,2190810,357,1773,161,10,1,185066,26.52,412168,6.36,14.4,5941.16,466212,171811000,88.48,1
6009,622,9481,6,15,7,16,3537970,95,3700,170,5,1,2030196,22.44,175376,7.16,21.12,1987.24,202146,16516.1,86.32,1
6013,171,2760,6,2,7,13,1409210,13,3270,117,4,2,185224,103.12,477348,6.64,61.08,9998.88,532574,343625000,84,1
6019,447,9080,12,20,12,40,2602075,199,153,48,0,2,185326,111.52,179731,8,95.84,1992.16,206261,27326.2,86.52,1
6021,636,10779,6,15,11,30,3275754,114,1632,291,3,1,185365,61.68,519852,6.68,63.44,5771.12,598854,22993.1,84.96,1
6022,396,9697,8,14,25,140,9807763,1021,34882,882,5,10,185384,406.84,384855,11.72,321.04,5093.68,438736,191029,89.2,1
6025,148,148,9,15,7,12,8107569,448,4443,364,2,5,185424,130.72,647083,6.88,69.32,9801.36,728635,343625000,83.8,1
6028,441,16260,11,24,13,43,5036790,521,10852,442,2,2,74852,49.32,176175,5.96,38.04,1728.28,202597,13131.1,89.48,1
6030,91,971,4,0,3,11,93598,6,154,27,1,3,185510,33.6,771589,5.44,32.24,12933,855483,687203000,70.16,1
6046,452,5893,6,2,2,36,1393384,33,1394,116,5,13,448418,110.32,424943,7.2,83.4,8136.76,479126,171831000,89.44,1
6052,758,9027,5,13,30,272,22919830,166,80701,1919,4,1,185915,107.52,172902,8.2,97.68,1501.48,199388,25786.4,91.64,1
6056,263,1991,6,1,8,8,3809620,37,3079,97,3,2,185977,133.64,242224,7.76,110.04,4302.68,270066,171834000,84.84,1
